"X1","X2","X3","X1X2","X1X3","X2X3","X1X2X3"
0.145682969984875,0.00915924426951891,0.486135733140462,0.00117212769310786,0.354802148464903,0.00185861003324889,0.00118916641388433
0.219060462187266,0.0121239131800963,0.440523950006887,0.00107173604082215,0.323697152613856,0.00187510697787934,0.00164767899319318
0.205872127086564,0.0110026415342341,0.453330724824502,0.00100050304625395,0.325647367920638,0.00166784613756132,0.00147878945024671
0.205055285159721,0.00872760243118873,0.466837347713577,0.000974795387059108,0.315733891961645,0.00163343008125158,0.00103764726555766
0.226247431280283,0.00775630924753369,0.463705185477028,0.0011536798600476,0.297031233083716,0.00282779323081112,0.00127836782058066
0.224678425632631,0.00835297520454792,0.437784597194446,0.00100254071281464,0.325990482189745,0.00116665727478577,0.00102432179102963
0.188462681034701,0.00935181832673996,0.465564046680714,0.00237862302058327,0.328708534028196,0.00383229397362964,0.0017020029354361
0.209555417194009,0.0165381672565332,0.447704777660306,0.00210866771720019,0.317879705820012,0.00405761231550421,0.00215565203643542
0.184652424894,0.0129890055471261,0.44753335842582,0.0017039386581613,0.349805620357717,0.00172373096677502,0.00159192115040063
0.211026081579597,0.00877644789003749,0.471396907040516,0.00120246883760421,0.30489714485933,0.00159410223201957,0.00110684756089574
0.218373018522312,0.00839817006684292,0.463065993470267,0.00131235299436609,0.30626798348774,0.00141328971209244,0.00116919174637953
0.195926695013559,0.00757071055312336,0.468217378917134,0.00180053485523003,0.323198195564285,0.00165014352949565,0.00163634156717296
0.213529913723029,0.0113724181031939,0.441904935633351,0.00119706252393546,0.328589885944929,0.00171073007122072,0.00169505400034098
0.211006199980244,0.0121810801752362,0.442233256108053,0.00295504161501772,0.325899961236216,0.00411562550182043,0.00160883538341272
0.20793619663718,0.010905688615962,0.434289581959988,0.00124600286128744,0.342160574709767,0.00192071895475598,0.00154123626105951
0.195650899176794,0.00922830834896911,0.452453419314094,0.00261089799234153,0.33536999636748,0.00336985166889613,0.00131662713142522
0.210333594479226,0.00809916327634497,0.446331279207071,0.000999444255866659,0.332265680255841,0.00105119814283177,0.000919640382818554
0.24967818150674,0.0111552442476268,0.434390324652116,0.00131179947607046,0.300314245171543,0.00183623499016725,0.00131396995573652
0.178133110105812,0.00863321597673683,0.439210716104724,0.00129739241027297,0.37007559404432,0.00159516989262233,0.00105480146551185
0.167609185246792,0.00868370143366264,0.462992072945045,0.00126334640938918,0.356518574394034,0.00178405785601851,0.00114906171505869
0.227596994371579,0.00748221128289604,0.467759359814717,0.00100721324164321,0.293337383969127,0.00184345095030712,0.000973386369730656
0.22476195731182,0.00845625651883209,0.468189629255477,0.000823375275502737,0.294873100109035,0.00184844078400016,0.00104724074533302
0.217449624100035,0.0100691952858213,0.442575225170494,0.000941364640487095,0.326464889439299,0.00146714905909602,0.00103255230476751
0.22594599952538,0.0137559607407807,0.453161811052055,0.00095993973643933,0.301894175987989,0.00205045196829472,0.00223166098906125
0.174007543258132,0.0086529480476622,0.487543077822092,0.00133255809404854,0.32437191684157,0.00287428204681161,0.00121767388968363
0.206056401247405,0.00978799991251209,0.450240404742662,0.00209261849358161,0.328682248880933,0.0019422036244627,0.00119812309844358
0.19276436865351,0.0131077706633401,0.478458901199748,0.00116028340177446,0.310907139371945,0.00202100032798813,0.00158053638169431
0.20370201478151,0.00891992913174895,0.437697018487774,0.000819636994227832,0.346541685151005,0.00127766637103042,0.00104204908270378
0.169106027224958,0.00994398439604213,0.462041866540375,0.00148855929927273,0.354923253892518,0.00115543808232308,0.00134087056451104
0.197997159778158,0.0121949970248908,0.45532661584129,0.00107746847237111,0.329221127935709,0.00178189202840095,0.00240073891918013
0.182839836601378,0.0121362645169739,0.442867369160818,0.00115678214135151,0.357762611052315,0.0016529182377248,0.00158421828943878
0.229992745559646,0.010525708247274,0.45467271271052,0.00123078630850323,0.300630633067163,0.00182834798080333,0.00111906612609047
0.17625793545349,0.0101669988466045,0.471426735852191,0.00105365319121019,0.338208596461478,0.00153664583786668,0.00134943435715962
0.194862814435014,0.00856923174453232,0.461280278040461,0.00119514485722293,0.331272677602949,0.00162593896624156,0.00119391435357918
0.180806694211128,0.0178348677665197,0.445654539979679,0.00161055782553869,0.34936783199038,0.00285773629791875,0.0018677719288358
0.195904104189531,0.00839981884222663,0.463032068149206,0.00253504530280811,0.325353923102613,0.00338405550778531,0.0013909849058299
