"er","ks4","of","qmax"
0.281027815537527,0.0812052921392024,0.636724770534784,0.998440575714932
0.411066947504878,0.0274671348743141,0.221605813363567,0.995482164993028
0.561839048052207,0.266024155309424,0.370429900474846,0.999805632636511
0.889593925559893,0.633859468391165,0.390463767806068,0.999967495309167
0.800719493068755,0.889988213777542,0.279493711655959,0.999910914582176
0.527042456669733,0.0859483350068331,0.342767697758973,0.997432284054243
0.467017550487071,0.0317132596392184,0.923292329767719,0.999234033390568
0.885684361914173,0.0189077374525368,0.122962089488283,0.998916564650736
0.721374669810757,0.115312056615949,0.559292529709637,0.9993718177499
0.241680474486202,0.48864952288568,0.407582933083177,0.999607788148559
0.621938078897074,0.28323672991246,0.896308544790372,0.999846079126611
0.255028842948377,0.0759660773910582,0.131040319101885,0.998529126023204
0.55140054342337,0.292101867031306,0.464778951834887,0.999875089140884
0.422965041128919,0.158056435640901,0.409282866166905,0.99840299739841
0.288180243922397,0.00594240822829307,0.0822605877183378,0.995017928182997
0.984136601444334,0.853011290775612,0.208049096865579,0.999657998328404
0.453642757609487,0.632926949299872,0.0812872669193894,0.999688584428625
0.630170704331249,0.0750557305291295,0.266145095229149,0.998082423726744
0.840140750864521,0.784458981594071,0.114504203898832,0.999750724872966
0.230325779877603,0.166833118069917,0.961674266494811,0.99919124492308
0.272135756444186,0.71109327673912,0.725658189039677,0.9995675486805
0.166004854487255,0.696330363629386,0.928879975806922,0.999764391590408
0.163534356746823,0.160064377356321,0.79446161701344,0.99925735251203
0.482909064972773,0.81223564222455,0.0120700767729431,0.999662994914309
0.450117005966604,0.616611366393045,0.0172235858626664,0.999883065318311
0.613227328518406,0.368967665359378,0.197944964747876,0.999381933056614
0.198161399457604,0.785680130124092,0.281706730602309,0.999780186059174
0.0227534405421466,0.429987281560898,0.206609065644443,0.999929240433093
0.777001865906641,0.518665303708985,0.784868722315878,0.999658021890418
0.848177570151165,0.127227399963886,0.221080845687538,0.999304268033417
0.740637940587476,0.131584610091522,0.305742590455338,0.998211954703547
0.0216208908241242,0.0734509248286485,0.308822313323617,0.99933690322226
0.120366284390911,0.364945791196078,0.305166872916743,0.999452981251245
0.487706047249958,0.90104438085109,0.12723400327377,0.999596364314764
0.223337932489812,0.605421165702865,0.232649113051593,0.999470696080989
0.808978898450732,0.143789685331285,0.442406038055196,0.999773176537045
0.462945817736909,0.064346160273999,0.760718181729317,0.998227651161276
0.88522602734156,0.719665011623874,0.282658782787621,0.999672468184502
0.568734356900677,0.0351716438308358,0.258393828989938,0.999791257502884
0.84530906775035,0.0144308814778924,0.362020751228556,0.996260833178145
0.348008037777618,0.998540122061968,0.884158058091998,0.999227339103575
0.544247781392187,0.42171110259369,0.0580121574457735,0.99935057203004
0.381010759156197,0.0132422721944749,0.746370235458016,0.997779375249366
0.658457814017311,0.0322412932291627,0.226309151854366,0.999275153217328
0.636423783609644,0.225777452578768,0.993519914336503,0.999754489274201
0.545996307162568,0.683267736341804,0.42165988474153,0.999940308524749
0.00450788158923388,0.120821927674115,0.40806301147677,0.999555302505247
0.820395769085735,0.0332824045326561,0.0354709250386805,0.997121026283183
0.56384978373535,0.563453159760684,0.919797502225265,0.999962700760859
0.38827515929006,0.0014781653881073,0.630325860576704,0.999406129047354
0.248495611129329,0.592737633967772,0.812468576477841,0.999634772299906
0.256912055192515,0.00387257593683899,0.874622933100909,0.995724701274629
0.0155744375661016,0.0587115134112537,0.868380883010104,0.999731111723791
0.631823746487498,0.808125286363065,0.803790470352396,0.999600293856156
0.870803780620918,0.0481899408623576,0.0482462528161705,0.996191881966703
0.290196288377047,0.973524510860443,0.824120601871982,0.999320982624106
0.535113542806357,0.621457298984751,0.656425093300641,0.999709894440898
0.998604967491701,0.695909371599555,0.243205633014441,0.999486072312894
0.367359753930941,0.0904268771409989,0.58862570906058,0.998773782676075
0.809902025386691,0.167896588565782,0.0171953376848251,0.999410134156491
0.495946697657928,0.11153061571531,0.056357215391472,0.99894193349312
0.347890376113355,0.872860577190295,0.912334143649787,0.999794590883873
0.702662624185905,0.270331372972578,0.598769013769925,0.999994162021482
0.792988575296476,0.592742604669184,0.341093383729458,0.99986768644281
0.373678518692032,0.281292094616219,0.429847068386152,0.998928356909702
0.625091995578259,0.0709440768696368,0.259889258304611,0.996529123246979
0.362578099826351,0.207754573784769,0.802558326162398,0.999901642388222
0.888322257203981,0.939326479565352,0.357906410237774,0.999535525492357
0.653040619334206,0.583144903415814,0.089718620525673,0.999409324384118
0.456596417352557,0.342068972531706,0.346812528325245,0.999997821638871
0.811115303775296,0.183719335123897,0.816508341580629,0.999680717822474
0.862498363712803,0.0132020129822195,0.147658065892756,0.99545398873803
0.334408765658736,0.380855207564309,0.70952383428812,0.999821993313554
0.661000567721203,0.0504741435870528,0.31259346823208,0.997942210177792
0.0658004092983902,0.993889362784103,0.010989703470841,0.999966614505653
0.434417613316327,0.184319904074073,0.193923339247704,0.999692372201766
0.0397333293221891,0.452654481166974,0.549593133386225,0.999792424622594
0.384096657624468,0.0998777002096176,0.601053856546059,0.998621247765393
0.304874195251614,0.278318816795945,0.391933895181865,0.999602390792678
0.207015722291544,0.000993412220850584,0.889682621695101,0.997488335909276
0.777489767642692,0.885530152590945,0.75651092780754,0.999550575828932
0.967684311792254,0.39512880705297,0.171210525790229,0.99961537066248
0.654285391792655,0.466539170127362,0.19569048169069,0.999750310376014
0.812246067682281,0.00196708249859513,0.624178694561124,0.998532794276024
0.479575425619259,0.0071803170721978,0.368658121442422,0.998516699293107
0.955900705419481,0.200701209949329,0.771706959232688,0.99910901994059
0.677116294857115,0.131928293034434,0.512313437648118,0.999712278556683
0.338480421807617,0.495254358509555,0.856216665357351,0.999626405957237
0.793448089854792,0.721144466428086,0.130390784936026,0.999975364493054
0.402510060928762,0.155005546519533,0.25370530388318,0.999247441726017
0.775651215109974,0.0566332351882011,0.484486472560093,0.998396596610452
0.632574203424156,0.974048141622916,0.752740317024291,0.999743369281298
0.0963197762612253,0.278408383252099,0.425217340001836,0.999693206471902
0.385312949074432,0.379089813213795,0.308296098141,0.999719013362913
0.469436157029122,0.938119082711637,0.89922164590098,0.999709495126742
0.755108653800562,0.204631530446932,0.175811561755836,0.998983176564659
0.300678001716733,0.124131495831534,0.793129172641784,0.999930406548381
0.575088337529451,0.429185478249565,0.078864939045161,0.999624653117458
0.0108741200529039,0.342013031709939,0.877796998713166,0.999313740777828
0.748422469478101,0.0450413248036056,0.160007119644433,0.998111482396296
0.0958390568848699,0.333661226090044,0.49744008295238,0.999679198268073
0.634933529421687,0.203243856085464,0.349097502417862,0.998853560687607
0.383134881500155,0.10484750312753,0.183760219952092,0.998920435523359
0.627049097558483,0.165791551582515,0.974443871993572,0.998893422776252
0.471408571582288,0.0259144962765276,0.889971599215642,0.997548163111135
0.0648528311867267,0.00961031578481198,0.915839026682079,0.999618144987921
0.61170470318757,0.975123672280461,0.913956068456173,0.999675834726825
0.580090064322576,0.080135379685089,0.326945353299379,0.999611226996496
0.286792535334826,0.909454863518476,0.764521753881127,0.999996798583774
0.326105572748929,0.308113883016631,0.613053202163428,0.999790472046453
0.454004074446857,0.404363877838478,0.519443759927526,0.99930884447622
0.187329472508281,0.243214374408126,0.580774263478816,0.999769388284657
0.0878429061267525,0.0112215862609446,0.150572465034202,0.994203894045598
0.959138880949467,0.0430610228795558,0.974490091204643,0.99717625958949
0.96138136042282,0.0178909604437649,0.61161595210433,0.998774655831907
0.857849409338087,0.693881300278008,0.417651187628508,0.999932926394489
0.902675656601787,0.594329086598009,0.339567002141848,0.999667945868142
0.425276548834518,0.916100654518232,0.134691354352981,0.999768931576385
0.421136263059452,0.44309003953822,0.825157203245908,0.999809811284786
0.219834428513423,0.0289268200285733,0.232363867806271,0.999776456612306
0.363139076158404,0.0824177833274006,0.253254796843976,0.999767844509115
0.974814156768844,0.0326487941201776,0.397566749481484,0.999876769402505
0.969385012518615,0.0474592216778546,0.786727682221681,0.999463599665664
0.0416579763405025,0.0139545735437423,0.790731156244874,0.997520551375618
0.0460435263812542,0.0428241535555571,0.633465528022498,0.998872809731572
0.546647957526147,0.145615505287424,0.709010459017009,0.999259612335763
0.396366326138377,0.0114473481662572,0.35139979980886,0.999756965581796
0.877358379308134,0.214608155656606,0.13818030548282,0.998617877683368
0.0348106580786407,0.213036329718307,0.613139459863305,0.99984478292597
0.0784395951777697,0.028253655647859,0.112527928547934,0.996717056667354
0.562911356799304,0.107357259839773,0.050079372478649,0.999011502347288
0.915056941332296,0.0176823476795107,0.405173619510606,0.998078516411463
0.585927844978869,0.446293534245342,0.192131699994206,0.999657392997358
0.393769414396957,0.0226944121532142,0.344878061441705,0.995164294572831
0.845987366512418,0.400752740213647,0.521775727393106,0.999569024368372
0.902985709486529,0.425601865630597,0.608575229067355,0.999917091047948
0.103976035956293,0.75236257398501,0.699942416278645,0.999996218371836
0.891878321534023,0.751083474606276,0.726235729176551,0.999726626676762
0.433064775774255,0.488359662937,0.159660993143916,0.998940001384541
0.263324395054951,0.00731741101481019,0.353465543361381,0.997425779004951
0.8088887357153,0.100504166446626,0.886270458577201,0.998219208322999
0.979075305862352,0.0653370374348014,0.434462694451213,0.997410538711002
0.244748363969848,0.427525234408677,0.787045086733997,0.999566181010417
0.323241961421445,0.870033710030839,0.682904589222744,0.999900749689611
0.12243689619936,0.00897453096695245,0.942456540185958,0.994928972477737
0.530343004968017,0.0411371279042214,0.11739933444187,0.996689114451492
0.45690242247656,0.989031955832615,0.886445241980255,0.999929662473707
0.15240103402175,0.159007134614512,0.0619040655437857,0.999788116762377
0.906112401979044,0.216194449691102,0.196962341899052,0.999771179841475
0.374962565023452,0.709979854291305,0.497480965452269,0.999823365129791
0.998133659129962,0.299325858708471,0.495377137791365,0.999830434506855
0.776678269961849,0.285602328833193,0.206701486837119,0.998544085402249
0.63430102984421,0.208534644218162,0.0790994120761752,0.999898005822065
0.0566823871340603,0.0215104334056378,0.200490415561944,0.999817091294551
0.714357749558985,0.110210422892123,0.937951982486993,0.99990167950333
0.284603236941621,0.101985108107328,0.834943153429776,0.99980453589417
0.119254427496344,0.0710427875164896,0.697451376821846,0.999883025301101
0.362811429193243,0.956504513276741,0.117902485886589,0.999801864921115
0.962679997552186,0.0487359776161611,0.166438922751695,0.996683936009374
0.553491562372074,0.939055818133056,0.961477256380022,0.999963261396294
0.204429756151512,0.0209286212921143,0.185797980055213,0.997368082955294
0.985599448671564,0.457576938439161,0.838909781072289,0.999580132351376
0.679161042440683,0.0849299994297326,0.415549609577283,0.998601570070144
0.313401917926967,0.0620065417606384,0.394761526025832,0.999815598587745
0.488661076873541,0.125417412491515,0.717884184559807,0.999154797512325
0.120529047911987,0.0523391694296151,0.0319331160280854,0.997932509459731
0.810092541621998,0.168898126808926,0.0545605975203216,0.999694411312797
0.605584472883493,0.167035947088152,0.658196805743501,0.999895930873669
0.569321762304753,0.902477899100631,0.545915648108348,0.999559510297913
0.735658111516386,0.0828717423137278,0.682432594010606,0.999919745566369
0.0244659837335348,0.357918672496453,0.633470084052533,0.999588998113222
0.321949261706322,0.199664306826889,0.785639710491523,0.99993865892308
0.371863945387304,0.00133306393399835,0.317918761400506,0.994465549901504
0.335559301543981,0.972703050356358,0.716704237973318,0.999620624509472
0.463015974732116,0.0416499259881675,0.455852593760937,0.999284240117443
0.110200175084174,0.69201583461836,0.574868010822684,0.999755637376793
0.0308132148347795,0.997393098659813,0.74912183592096,0.999676951317214
0.649872610811144,0.767895789584145,0.434112212387845,0.999542822359456
0.718291641911492,0.136396334739402,0.398782329633832,0.998731086657913
0.213815053692088,0.00456050108186901,0.82876516552642,0.997088631264106
0.129016946535558,0.0924760969355703,0.84807086084038,0.998883151137924
0.741155690280721,0.0330616612918675,0.469813964795321,0.997631178871927
0.781253058928996,0.0119146634824574,0.473169131204486,0.999914536645189
0.796579429879785,0.25506541877985,0.119278968777508,0.999403306958247
0.211059514665976,0.531489933375269,0.422240179730579,0.999893350626204
0.386029162444174,0.238804962253198,0.872186687774956,0.999664249590299
0.550769143039361,0.722579852910712,0.115875927032903,0.999849698626808
0.736524920910597,0.0284183088224381,0.810621109325439,0.998085516790447
0.108962579164654,0.178385006729513,0.301915883319452,0.999227124131727
0.677397352876142,0.184956765500829,0.664063480682671,0.998673946039738
0.500926789827645,0.682731388602406,0.472722410457209,0.999803655501182
0.503194399643689,0.185021075420082,0.735978719778359,0.999118871581519
0.584042044356465,0.0334526926744729,0.0329248355701565,0.998601479013345
0.922845992492512,0.0365850604139269,0.0132790103089064,0.993295291167978
0.0278698224574327,0.00156425684690476,0.0741288650315255,0.993874082566592
0.0810927778948098,0.333025212399662,0.272374568972737,0.999542447046331
0.0971482805907726,0.86077740509063,0.815440654754639,0.999775373310151
0.957811795407906,0.676192330662161,0.0664273067377508,0.999338597021887
0.778328078566119,0.147076211404055,0.983509333105758,0.999060088613039
0.651716456282884,0.84334615804255,0.011286543449387,0.999698956650514
0.434262960916385,0.134329959051684,0.0177733048330993,0.998449354193595
0.760752518894151,0.836397696752101,0.900046577677131,0.999986806040126
0.875587318092585,0.853428426664323,0.551718475529924,0.999820681070255
0.916733206948265,0.669618496671319,0.623744319891557,0.999801049855482
0.407419815892354,0.117079882184043,0.307399056153372,0.998157766920238
0.857703272486106,0.0536276595667004,0.497703802539036,0.99716917276021
0.47387756430544,0.128678766079247,0.548832027008757,0.997436493790083
0.0816443744115531,0.189146488904953,0.439087586244568,0.999931909732005
0.636055967537686,0.10849158721976,0.889936994528398,0.999852811575071
0.0178403267636895,0.47787697520107,0.557256812695414,0.999669402538679
0.692497726529837,0.0789506013970822,0.330024803057313,0.996954730611533
0.794780235970393,0.0846335680689663,0.505864440929145,0.999294222382021
0.49720562947914,0.541956794215366,0.35824841959402,0.999938251028898
0.620448816567659,0.937397133791819,0.931501804850996,0.999511891930231
0.709085946902633,0.133029249263927,0.126271148445085,0.999352038070436
0.890602838015184,0.241292903898284,0.89236885192804,0.999824325411545
0.389478872064501,0.0602636707480997,0.154224989237264,0.999633632673987
0.560055530862883,0.0290754898451269,0.474132979055867,0.999828868121048
0.942643684335053,0.212372283218428,0.278651367640123,0.999614899274358
0.157594446558505,0.0317617342807352,0.0756291393190622,0.998550219946089
0.559052806347609,0.062347442144528,0.922222631517798,0.999837289284096
0.253534687217325,0.00234787282533944,0.451474758563563,0.997683905890986
0.265455439453945,0.0303827454335987,0.0999028666410595,0.995491078248181
0.402004851028323,0.259115100372583,0.0515316356904805,0.999760347268792
0.641845365287736,0.128241875208914,0.545518084662035,0.997360257564198
0.052399231120944,0.486620179843158,0.455224175471813,0.999786841121608
0.265114644309506,0.866819310700521,0.859791968017817,0.999833007937802
0.43397770402953,0.627402698388323,0.387576941400766,0.999702138026795
0.035660021007061,0.0248222413938493,0.490651056170464,0.99719097344181
0.307477688649669,0.908467479748651,0.626915917498991,0.999582102321501
0.822136281756684,0.163438405143097,0.213728555943817,0.999774002645792
0.349888117751107,0.0219167356844992,0.773303179070354,0.998474399853169
0.706442130729556,0.80777981877327,0.598315090173855,0.99965337282632
0.976907927775756,0.283639989094809,0.868888046359643,0.999362440931794
0.378679815679789,0.925969850970432,0.375729395775124,0.999762284888481
0.969691958744079,0.511755152372643,0.682193166576326,0.999803581941148
0.407450916711241,0.0709776452276855,0.816553590586409,0.99818177182568
0.109037310816348,0.0851567548234015,0.0824926600325852,0.998494501276661
0.872398932697251,0.0543321028817445,0.219322612509131,0.999299854116109
0.625685063190758,0.00250800396315754,0.938860145397484,0.99612277901062
0.871958353789523,0.0372868326958269,0.0083100376650691,0.998541596814598
0.949021688196808,0.410691059660166,0.296060351189226,0.999020704062543
0.51814269577153,0.124141013715416,0.449526009615511,0.999317663481041
0.276948222424835,0.287152527365834,0.102481728186831,0.998910549726608
0.389524250291288,0.54027013015002,0.321489612106234,0.999992701251619
0.676496900618076,0.144167249789461,0.642701242119074,0.997847047849058
0.18926545791328,0.39526646817103,0.369029806461185,0.999359664126048
0.286832154728472,0.313613816862926,0.122403627261519,0.999282785036664
0.438573947641999,0.473776558879763,0.448848992120475,0.999761693639403
0.567105169640854,0.230774161405861,0.281287401448935,0.999972236262487
0.144448811654001,0.807513322914019,0.306041719391942,0.999821783559059
0.868780071148649,0.89351245528087,0.13100602873601,0.999212723625393
0.936353634111583,0.026831703260541,0.241680781589821,0.999600690946994
0.242161389905959,0.0601476498413831,0.783703896682709,0.999144618902497
0.0843605198897421,0.754653139738366,0.355446599423885,0.99994300512587
0.642623736290261,0.735193754313514,0.497373897582293,0.999834652509615
0.26981710572727,0.5409145350568,0.118114278186113,0.999664623557293
0.344521966064349,0.436360236024484,0.456491482676938,0.999975738183029
0.278984338743612,0.452161346096546,0.369350620778278,0.999515411082857
0.455639977939427,0.0473876469768583,0.166483073029667,0.995338869909838
0.582073115045205,0.343432422028854,0.386770177865401,0.998919346861492
0.982557626906782,0.00108333001844585,0.051792022306472,0.998373836508551
0.432602875865996,0.0797130176797509,0.274843648076057,0.998030731206102
0.776531188515946,0.572824079310522,0.16160668223165,0.999672856513218
0.262572769308463,0.10322783770971,0.933144541457295,0.998257706292874
0.42882364988327,0.0638642804697156,0.209548549028113,0.99843378071122
0.797800814500079,0.112140003358945,0.385015393141657,0.999977761661178
0.630471681943163,0.0165125911589712,0.98898045741953,0.996594990967807
0.305934651056305,0.779763097641989,0.432702291756868,0.999785389140007
0.0571275544352829,0.807251979364082,0.819600346498191,0.999865451566872
0.291891397442669,0.381259835790843,0.128890374209732,0.998960729743964
0.66836221376434,0.153884451836348,0.00644675409421328,0.999942484103217
0.859521828824654,0.00601100618951023,0.0090855972375721,0.993282988843272
0.215741260210052,0.00506814173422753,0.471678303787485,0.996583862278043
0.97207955387421,0.00187265872955322,0.000409059925004854,0.997151118533554
0.0612672287970781,0.8653018490877,0.880067510530353,0.99991322964652
0.795272329356521,0.203357615275308,0.199194304412231,0.999896018118761
0.198462723521516,0.882432563463226,0.17159881349653,0.999896986066829
0.145679678302258,0.207404608372599,0.103263687342405,0.998956100697069
0.0956341524142772,0.142058786703274,0.246857376536354,0.999264928658577
0.984533721581101,0.0108002074994147,0.246714020613581,0.999025046495876
0.871714070672169,0.956685070181265,0.449070411501452,0.999568550350732
0.531795585760847,0.401854626601562,0.062660810770467,0.999500452914268
0.12839585589245,0.185019357828423,0.850060149561614,0.999961046329386
0.809375088196248,0.00406868197023868,0.481431033695117,0.999523531105894
0.313042990397662,0.593192203668878,0.0492314340081066,0.999889962841761
0.769183717900887,0.0675662192516028,0.54466510261409,0.998362508965951
0.588359605753794,0.396693722112104,0.772585119819269,0.999983129233874
0.674892356153578,0.0169829002115876,0.65928228595294,0.997890260516758
0.964551893761382,0.0766146171372384,0.676943180384114,0.999564741428434
0.114751031855121,0.0693607428111136,0.825353473192081,0.999234717881832
0.828431343659759,0.887909071519971,0.326695473166183,0.999660555262096
0.90268012881279,0.0391720049083233,0.892648204695433,0.999675357802256
0.488464287947863,0.0294666353147477,0.748695340240374,0.999067582807495
0.841343958629295,0.702547340653837,0.238781653810292,0.999498048016677
0.271996471332386,0.904441299848258,0.476074589183554,0.999919057916335
0.422833742108196,0.145191079936922,0.450537403812632,0.999444307831794
0.7507143097464,0.115566147956997,0.520188072929159,0.997720398825548
0.993960340507329,0.164691959274933,0.653349538333714,0.999433703939262
0.735167815117165,0.494720207294449,0.329064305871725,0.999957395351668
0.828925327165052,0.931927325204015,0.353246348444372,0.99971132051809
0.880885500693694,0.0166234306525439,0.319632107624784,0.999699867210206
0.625837586354464,0.00826649949885905,0.556434428784996,0.994369173247427
0.441644669044763,0.0147739299573004,0.165062891552225,0.998564614943364
0.357725861482322,0.161346587585285,0.0175072175916284,0.99945505148908
0.307642304105684,0.0278934994712472,0.083621766185388,0.997465750592821
0.302371559897438,0.0474598098080605,0.579363559139892,0.996960371721214
0.579219982493669,0.328837473411113,0.353470782982185,0.999211652048277
0.238736513303593,0.410579462535679,0.749105523806065,0.999624805613115
0.548133202595636,0.18581248819828,0.502904590684921,0.999734658101382
0.022030160529539,0.719941987423226,0.304709742544219,0.99996010975061
0.636218385072425,0.201257443986833,0.614655745914206,0.999600745151006
0.794920066604391,0.117986131226644,0.00109762768261135,0.998740906988259
0.495608688797802,0.368059113621712,0.70339405303821,0.999622557315492
0.994409449631348,0.545866462169215,0.126958423061296,0.999788647503907
0.0286425210069865,0.318957752082497,0.0901782044675201,0.99947644823403
0.550929971970618,0.124686014838517,0.380095856264234,0.999351595354727
0.00268146093003452,0.0194309512153268,0.401075069792569,0.996163242847069
0.717778644990176,0.196662588976324,0.058614130364731,0.997133818769134
0.122861218638718,0.0141519566532225,0.346021951874718,0.997976867868677
0.257301883539185,0.594947562087327,0.334576760884374,0.999702045002539
0.37986034876667,0.539952733786777,0.698036882095039,0.999906330037231
0.563982357736677,0.0674242970999331,0.489086460554972,0.997269069077931
0.663293756777421,0.455640216823667,0.0429211312439293,0.999234722534882
0.938021368347108,0.0453928108327091,0.565989131340757,0.999129961830678
0.455527402460575,0.293748561525717,0.861862679710612,0.99965640067166
0.537249660352245,0.14260321855545,0.346169176744297,0.999090632641869
0.62311057629995,0.0530198402702809,0.571439278312027,0.997453604881323
0.383883251808584,0.104872395051643,0.919097939273342,0.998084193101407
0.579882238991559,0.264587117359042,0.0987051816191524,0.999879252385782
0.769168647238985,0.273273821454495,0.878017720067874,0.999723287933439
0.308333859778941,0.132765222806484,0.923873353982344,0.998170068365413
0.30046393815428,0.0933625421021133,0.11252500442788,0.996959299997857
0.676180921494961,0.854382198071107,0.62474998133257,0.999833434723873
0.783384510781616,0.0294501795433462,0.939196561230347,0.996582358723976
0.869646491250023,0.789457498583943,0.252710205502808,0.999728771614774
0.319595441920683,0.0690239614341408,0.405600937549025,0.999942275703425
0.737416740972549,0.787429130403325,0.0640467426273972,0.999489191575811
0.706391144543886,0.0882259083446115,0.20257272478193,0.999573732334551
0.886355142341927,0.00726985093206166,0.0182507128920406,0.99699395516899
0.377158008748665,0.107371585443616,0.954846495296806,0.997945914571939
0.319142816355452,0.018297610571608,0.501261527184397,0.996331136822524
0.219220459694043,0.19462041486986,0.720036090351641,0.999728538161144
0.0573974382132292,0.31461727200076,0.788436224451289,0.999280558966287
0.971504214219749,0.0643120063468814,0.287565510487184,0.998766700261215
0.196058254223317,0.488341189688072,0.0017730633262545,0.998970255849241
0.226877943379804,0.56138041941449,0.552342868642882,0.999681575640186
0.551202403381467,0.140065169660375,0.678149853600189,0.999366043033056
0.608563461108133,0.128160026855767,0.97254218137823,0.999241789611107
0.79428570298478,0.0546662176493555,0.0698016691021621,0.997929203384817
0.455355749931186,0.439681025221944,0.0974589565303177,0.999495998317463
0.00145815429277718,0.246250976575538,0.43003819976002,0.999254058002898
0.540457107359543,0.0256423535756767,0.627991976216435,0.998394717427228
0.984133748104796,0.79826232790947,0.414017136907205,0.999790772800661
0.122661520726979,0.66833041026257,0.970211422303692,0.999616523483237
0.468429974513128,0.0798358218744397,0.329889718443155,0.997872403835896
0.910363510018215,0.663859582971781,0.867276060860604,0.999631649685639
0.935667106648907,0.0054099685512483,0.917772501008585,0.996823253066479
0.514637093991041,0.539189395261929,0.523631503107026,0.999725864597914
0.735394251998514,0.784017524449155,0.291823770850897,0.999943083375004
0.021188585087657,0.306288231164217,0.173505926970392,0.99996271538687
0.780801788438112,0.365589619614184,0.11858213879168,0.998726480273323
0.389594065025449,0.113831931492314,0.38989184726961,0.998439301363145
0.635532144689932,0.703478596173227,0.656652275472879,0.999940668595932
0.925606832606718,0.227007254725322,0.830837477231398,0.999848122706632
0.809263283619657,0.0042344757821411,0.82538630370982,0.99330595296872
0.587875968078151,0.136681254953146,0.698906165314838,0.999204741976648
0.404979443410411,0.00155082484707236,0.249224510742351,0.995053959586907
0.277897904859856,0.073391899233684,0.378462639870122,0.997154757723809
0.00286718504503369,0.131638350430876,0.179173081414774,0.999861744011829
0.785110747907311,0.203088607871905,0.324679769808426,0.999576538834871
0.203295817831531,0.0196284777484834,0.375912810442969,0.99486100040101
0.454685494303703,0.311665843473747,0.368507921695709,0.999593017398496
0.0424066563136876,0.0347846045624465,0.301722830627114,0.998998447933029
0.979595464421436,0.310234637232497,0.448198944563046,0.999507668125658
0.953245106618851,0.308300770586356,0.450143137015402,0.999999151594662
0.626191214192659,0.0868157660588622,0.966779469978064,0.999104104624545
0.851956988684833,0.0535948320757598,0.234858460491523,0.996272601880259
0.787386849755421,0.0267407996580005,0.382490809308365,0.998443713102077
0.768246109364554,0.00244763377122581,0.455705036409199,0.999343446328236
0.674517017090693,0.766674277372658,0.927611163584515,0.999631983441854
0.875304876361042,0.0233177479822189,0.596943689277396,0.99728141172769
0.848206331022084,0.204406697303057,0.89275043644011,0.999875230117185
0.496149512240663,0.878311019157991,0.76637072628364,0.999587857833675
0.911224131239578,0.0575629875529557,0.754977725911886,0.997635103593594
0.333481217036024,0.0139409059192985,0.0381502071395516,0.994133862599066
0.442479700315744,0.0382183180190623,0.11536001577042,0.997569034657908
0.65738926641643,0.343317657941952,0.210100669413805,0.999437084593038
0.742440738482401,0.0628749220632017,0.387842608848587,0.999651796311161
0.918253734940663,0.0585592656861991,0.271725140279159,0.997807732316687
0.0173352935817093,0.00710762664675713,0.494467026088387,0.998533223450872
