"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
0.000167858000810428,0.000202545736026192,0.07576870840342,5.10536394692984e-05,0.000375532709082664,9.94739883498394e-05,0.037344387137508,0.0173154040535401,0.00011625316847053,0.000451022418552234
0.000422096719090174,7.64721367001681e-05,0.0782336609490163,0.000223960597085302,0.000951891555074341,0.000210312852605985,0.0356225133681313,0.0134525988847623,0.000401679568995079,0.00156419199283543
0.000143808483694986,0.000956028930579632,0.0727203656975152,0.000335624049557484,0.00057700216002144,0.000674360675921855,0.0382058388431927,0.0133017683554664,0.0002331190999543,0.000313176081586058
0.000643787173724968,0.000416465372528175,0.0708534416217974,0.000874525512294627,8.3601503512036e-05,0.000404234009610415,0.0386569981664773,0.0119335384102073,0.000284322395710926,0.000537708778308254
0.000178155770746033,0.0010934342632272,0.0726601787627133,0.000501735650355508,0.000578358069493001,0.000288693899583851,0.0348155593186272,0.016294126621534,0.000755657089427548,0.000790391763103381
0.000392740269655814,0.000538009791274029,0.0726155713646605,0.000620610397246502,0.00038037397723269,0.000371435981786508,0.0368872246825076,0.0133050370454685,0.000190729656374149,0.000200378596550712
0.00012382538946264,0.000320362422994629,0.0725973323981967,0.000332868350311257,6.10113955316159e-05,0.000540007992192812,0.0369058555710474,0.0172253020108915,0.000672758828342831,0.000259132514070417
0.000173541644414727,0.000348518960012524,0.0704008804768986,0.00050360080160019,0.000396856552314601,0.00033218794947329,0.0371946035097446,0.0146357990949822,0.000351427770474427,0.000154909659489185
0.000305844314799373,0.000197182449057465,0.0724843641662268,7.16621988490502e-05,0.000417283499098102,0.000424429851123331,0.0354253559606953,0.0151625777702289,0.000156880218099172,0.00010323988538735
0.000248451335046695,0.000230846969018324,0.0721551295310476,0.00018044312625949,0.000168719369728152,0.000149627992504631,0.0330924555863017,0.0134772873242203,0.00069406780070303,0.000276654104102488
0.000317216152042693,0.00167037511314816,0.0793463597377078,0.00018710946091755,0.000338399771923485,0.000324410323837947,0.0369991117997653,0.0159716096764126,0.00042048799432797,0.000316633422740655
0.00012082142773277,0.000298722345493345,0.0733907920252673,8.73500600099942e-05,0.000442536785241819,5.13963556582769e-05,0.036011158720205,0.0129061878440231,0.000340072962980402,0.000134663162438348
0.000230355636487551,0.000157578212938662,0.0736118448135376,0.00023258948382159,0.00188831650383964,0.000322101603348929,0.0314126663149767,0.0160398477222039,0.000546798171307705,0.000985683157800383
0.00023670540477623,0.000388071300802731,0.0730768616112836,0.000333667039165477,0.000728867383316249,0.000149335564076491,0.0363438863643166,0.0139017676234267,0.000504420606754316,0.000315125629822185
0.000585087453188789,0.000364080730778492,0.0706805258302364,0.000206071890854392,0.000402038004259077,0.000286036496766875,0.0349670988698134,0.016564240074695,0.000351037750813118,0.000155863881586991
0.000646050105719783,0.00129286581440519,0.0732177581407925,0.000472730727605888,0.000189575344227984,0.000374177314474793,0.036882635265772,0.014949661819032,0.000279974217796252,0.000138448408813659
0.00030962380870953,0.000289610890333756,0.0676850089560993,0.000640480739210577,0.000173680899056843,0.00037757426477765,0.0327951558678482,0.0130566065933133,0.000133698205624127,0.000330252226159313
0.000262389800300672,0.000109013250505524,0.0730405645873349,0.000185447484900059,0.000207553594977847,4.95583097588289e-05,0.0385432486459529,0.0149130880282399,0.000817145569192981,0.000710375241528987
7.75269398155234e-05,0.00035884300655601,0.0717496271319644,0.000180419748773655,0.000371485262757067,0.000209467296274755,0.0384221709422203,0.0147362391483297,0.000274026301462303,0.000311151590182792
0.00042908540476827,0.000188986894182688,0.0702938963173959,0.000431592446603123,0.000317352554178642,0.000191167675229231,0.0331869594651626,0.0140286821660723,0.000191400519672751,0.000223350273982039
0.000418420494406843,0.000186967486570639,0.0743144606635656,0.000188672498975781,0.000635489990026248,0.000192627637057579,0.0413898443838717,0.0149261378893087,0.00103578185803474,0.000324859370781172
0.000262479474058012,0.000425983453182906,0.0698896424529369,0.000393866097263357,0.000249730186889452,0.000288436219468194,0.0334678279251769,0.0144640686056132,0.00106686692141912,0.000341742736359901
0.000468217960782758,0.000165260348646931,0.0725056983577967,0.000424180518857651,0.000186556040211182,0.000520594814037228,0.0360737550337403,0.0148264993988966,0.000229307798014767,0.000170952289139791
0.000167489263107444,0.000278871437552873,0.0746994036770702,0.00247864408587121,0.000204042475411379,0.000372356701573035,0.0347137192555996,0.01754945837428,0.000300695466643495,0.000221188416196462
0.000266541699175455,0.000387694046961134,0.0713417903309934,0.000422818182960321,0.000193559248259384,5.08389941723517e-05,0.0340597230899824,0.0134943310137464,0.000278016081393414,0.000166537156004253
0.000173903544365847,0.000190649221296028,0.0764258725956952,0.000229820994735718,0.000795267295886444,0.000637067826555055,0.035364009638441,0.0159078093826224,0.000831484597591218,0.000628738917350088
0.000101501255591118,0.000142459915153165,0.0752447780510049,0.000251533347881,0.000215413344423048,0.00136831947257977,0.0386268135389076,0.0155582314021054,0.000572254016130999,0.000509122003842984
0.00067687627930931,0.000351519748321863,0.0755713358164815,0.000290235436692417,9.56561299566485e-05,0.000613177172719696,0.0372086429808931,0.014897349088847,0.000340123812751962,0.000357875989148661
0.000196474282938525,0.00019005369085368,0.077968692737682,0.000705053910081023,0.000239206411598532,0.000196319523697273,0.0379794164470015,0.0152613945729762,0.00036267490307507,0.000160636195062133
